Mes_Ano;Data_Internalizacao;UF;Armazem_Agrupado_Origem;Tipo_Armazem_Origem;Armazem_Origem;Armazem_Destino;Tipo_Armazem_Destino;Tipo_Desconexao;Tecnologia;Volume
JUN/2026;10/06/2026;SP-ITV;ALARES LOJA;ALARES LOJA;DEVOLUCAO LOJAS ERRO ITUPEVA - GMUD;CDL ITUPEVA - LABORATORIO;ALARES CDL;Sem.Info;WIFI 5;10
JUN/2026;10/06/2026;SP-SOC;DEROYQUE;TERCEIROS COLETA;EMP PCS REV DEROYQUE - PRINCIPAL;CDL ITUPEVA - LABORATORIO;ALARES CDL;voluntaria;WIFI 5;1
JUN/2026;09/06/2026;-;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP. LOJA - INATIVO;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
JUN/2026;09/06/2026;BA;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA EUNAPOLIS;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 6;2
JUN/2026;09/06/2026;BA;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA EUNAPOLIS;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;1
JUN/2026;09/06/2026;BA;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA EUNAPOLIS;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;1
JUN/2026;09/06/2026;BA;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA EUNAPOLIS;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;6
JUN/2026;09/06/2026;BA;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA EUNAPOLIS;CDL PORTO E EUNAPOLIS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;10
JUN/2026;09/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;1
JUN/2026;09/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;7
JUN/2026;09/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 6;1
JUN/2026;09/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;1
JUN/2026;09/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;2
JUN/2026;09/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;IPTV;3
JUN/2026;09/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;11
JUN/2026;09/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;8
JUN/2026;09/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SAO JOSE DE MIPIBU;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
JUN/2026;09/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;5
JUN/2026;09/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;12
JUN/2026;09/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;IPTV;2
JUN/2026;09/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;1
JUN/2026;09/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;involuntaria;IPTV;1
JUN/2026;09/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;involuntaria;OUTROS;1
JUN/2026;09/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;15
JUN/2026;09/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;23
JUN/2026;09/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;IPTV;31
JUN/2026;09/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;5
JUN/2026;09/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;80
JUN/2026;09/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;93
JUN/2026;09/06/2026;SP-MOC;ALARES LOJA;ALARES LOJA;CNX - RETIRADA EQUIP. LOJA - INATIVO;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;1
JUN/2026;09/06/2026;SP-MOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SÃO JOSÉ DO RIO PARDO;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
JUN/2026;08/06/2026;CE;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SAO GONCALO DO AMARANTE;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;1
JUN/2026;08/06/2026;CE;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SAO GONCALO DO AMARANTE;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
JUN/2026;08/06/2026;CE;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SAO GONCALO DO AMARANTE;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;5
JUN/2026;08/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;2
JUN/2026;08/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
JUN/2026;08/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;4
JUN/2026;05/06/2026;CE;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SAO GONCALO DO AMARANTE;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
JUN/2026;05/06/2026;CE;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SAO GONCALO DO AMARANTE;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;1
JUN/2026;05/06/2026;CE;OMEGA;TERCEIROS COLETA;EMP FLA REV OMEGA MARCOS GOMES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;involuntaria;OUTROS;5
JUN/2026;05/06/2026;CE;OMEGA;TERCEIROS COLETA;EMP FLA REV OMEGA MARCOS GOMES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;5
JUN/2026;05/06/2026;CE;OMEGA;TERCEIROS COLETA;EMP FLA REV OMEGA MARCOS GOMES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;16
JUN/2026;05/06/2026;CE;OMEGA;TERCEIROS COLETA;EMP FLA REV OMEGA MARCOS GOMES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;IPTV;12
JUN/2026;05/06/2026;CE;OMEGA;TERCEIROS COLETA;EMP FLA REV OMEGA MARCOS GOMES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;25
JUN/2026;05/06/2026;CE;OMEGA;TERCEIROS COLETA;EMP FLA REV OMEGA MARCOS GOMES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;57
JUN/2026;05/06/2026;CE;OMEGA;TERCEIROS COLETA;EMP FLA REV OMEGA MARCOS GOMES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;51
JUN/2026;05/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA CALDAS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;1
JUN/2026;05/06/2026;MG;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA POCOS DE CALDAS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
JUN/2026;05/06/2026;MG;JL - MG;TERCEIROS COLETA;EMP PCS REV JL - ROSELANE FRANCISCA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;3
JUN/2026;05/06/2026;MG;JL - MG;TERCEIROS COLETA;EMP PCS REV JL - ROSELANE FRANCISCA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;3
JUN/2026;05/06/2026;MG;JL - MG;TERCEIROS COLETA;EMP PCS REV JL - ROSELANE FRANCISCA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 6;1
JUN/2026;05/06/2026;MG;JL - MG;TERCEIROS COLETA;EMP PCS REV JL - ROSELANE FRANCISCA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;involuntaria;OUTROS;2
JUN/2026;05/06/2026;MG;JL - MG;TERCEIROS COLETA;EMP PCS REV JL - ROSELANE FRANCISCA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;6
JUN/2026;05/06/2026;MG;JL - MG;TERCEIROS COLETA;EMP PCS REV JL - ROSELANE FRANCISCA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;17
JUN/2026;05/06/2026;MG;JL - MG;TERCEIROS COLETA;EMP PCS REV JL - ROSELANE FRANCISCA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;12
JUN/2026;05/06/2026;MG;JL - MG;TERCEIROS COLETA;EMP PCS REV JL - ROSELANE FRANCISCA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;25
JUN/2026;05/06/2026;MG;JL - MG;TERCEIROS COLETA;EMP PCS REV JL - ROSELANE FRANCISCA;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;21
JUN/2026;05/06/2026;PB;DEBORAH BRUNA;TERCEIROS COLETA;EMP JPA REV DB - DEBORAH BRUNA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;3
JUN/2026;05/06/2026;PB;DEBORAH BRUNA;TERCEIROS COLETA;EMP JPA REV DB - DEBORAH BRUNA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;11
JUN/2026;05/06/2026;PB;DEBORAH BRUNA;TERCEIROS COLETA;EMP JPA REV DB - DEBORAH BRUNA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;1
JUN/2026;05/06/2026;PB;DEBORAH BRUNA;TERCEIROS COLETA;EMP JPA REV DB - DEBORAH BRUNA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;7
JUN/2026;05/06/2026;PB;DEBORAH BRUNA;TERCEIROS COLETA;EMP JPA REV DB - DEBORAH BRUNA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;15
JUN/2026;05/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;11
JUN/2026;05/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;9
JUN/2026;05/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;1
JUN/2026;05/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;4
JUN/2026;05/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
JUN/2026;05/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;4
JUN/2026;05/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;2
JUN/2026;05/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;1
JUN/2026;05/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;11
JUN/2026;05/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;7
JUN/2026;05/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;IPTV;28
JUN/2026;05/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;8
JUN/2026;05/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;72
JUN/2026;05/06/2026;RN;NDR;TERCEIROS COLETA;EMP NTL REV NDR - PRINCIPAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;81
JUN/2026;05/06/2026;SP-ORN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA ASSIS;CDL POCOS DE CALDAS - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;1
JUN/2026;03/06/2026;CE;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA FORTALEZA;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;1
JUN/2026;03/06/2026;CE;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA FORTALEZA;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;11
JUN/2026;03/06/2026;CE;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA FORTALEZA;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;1
JUN/2026;03/06/2026;CE;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA FORTALEZA;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;IPTV;7
JUN/2026;03/06/2026;CE;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA FORTALEZA;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;5
JUN/2026;03/06/2026;CE;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA FORTALEZA;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;8
JUN/2026;02/06/2026;-;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP. LOJA - INATIVO;CDL FORTALEZA - PRINCIPAL;ALARES CDL;Sem.Info;IPTV;4
JUN/2026;02/06/2026;-;ALARES LOJA;ALARES LOJA;ALARES - BAIXA VIRTUAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
JUN/2026;02/06/2026;-;ALARES LOJA;ALARES LOJA;ALARES - BAIXA VIRTUAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;1
JUN/2026;02/06/2026;-;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP. LOJA - INATIVO;CDL POCOS DE CALDAS - ERRO DE CADASTRO;ALARES DIVERSOS;Sem.Info;WIFI 5;1
JUN/2026;02/06/2026;MG;ALARES LOJA;ALARES LOJA;WEB - RETIRADA EQUIP. LOJA - INATIVO;CDL POCOS DE CALDAS - ERRO DE CADASTRO;ALARES DIVERSOS;Sem.Info;WIFI 5;2
JUN/2026;02/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;1
JUN/2026;02/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;1
JUN/2026;02/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;IPTV;2
JUN/2026;02/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;1
JUN/2026;02/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
JUN/2026;02/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;1
JUN/2026;02/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;3
JUN/2026;01/06/2026;-;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP. LOJA - INATIVO;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;1
JUN/2026;01/06/2026;-;ALARES LOJA;ALARES LOJA;ALARES - BAIXA VIRTUAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;1
JUN/2026;01/06/2026;-;ALARES LOJA;ALARES LOJA;ALARES - BAIXA VIRTUAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 6;1
JUN/2026;01/06/2026;CE;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA SAO GONCALO DO AMARANTE;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;1
JUN/2026;01/06/2026;CE;REPARO ELETROS;TERCEIROS COLETA;EMP FLA REV REPARO ELETROS JADSON ITALO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;Sem.Info;IPTV;1
JUN/2026;01/06/2026;CE;REPARO ELETROS;TERCEIROS COLETA;EMP FLA REV REPARO ELETROS JADSON ITALO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;2
JUN/2026;01/06/2026;CE;REPARO ELETROS;TERCEIROS COLETA;EMP FLA REV REPARO ELETROS JADSON ITALO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;1
JUN/2026;01/06/2026;CE;REPARO ELETROS;TERCEIROS COLETA;EMP FLA REV REPARO ELETROS JADSON ITALO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;involuntaria;IPTV;2
JUN/2026;01/06/2026;CE;REPARO ELETROS;TERCEIROS COLETA;EMP FLA REV REPARO ELETROS JADSON ITALO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;involuntaria;OUTROS;2
JUN/2026;01/06/2026;CE;REPARO ELETROS;TERCEIROS COLETA;EMP FLA REV REPARO ELETROS JOSE ALVES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;involuntaria;OUTROS;9
JUN/2026;01/06/2026;CE;REPARO ELETROS;TERCEIROS COLETA;EMP FLA REV REPARO ELETROS JADSON ITALO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;1
JUN/2026;01/06/2026;CE;REPARO ELETROS;TERCEIROS COLETA;EMP FLA REV REPARO ELETROS JOSE ALVES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;2
JUN/2026;01/06/2026;CE;REPARO ELETROS;TERCEIROS COLETA;EMP FLA REV REPARO ELETROS JOSE ALVES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;6
JUN/2026;01/06/2026;CE;REPARO ELETROS;TERCEIROS COLETA;EMP FLA REV REPARO ELETROS JADSON ITALO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;1
JUN/2026;01/06/2026;CE;REPARO ELETROS;TERCEIROS COLETA;EMP FLA REV REPARO ELETROS JADSON ITALO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;IPTV;6
JUN/2026;01/06/2026;CE;REPARO ELETROS;TERCEIROS COLETA;EMP FLA REV REPARO ELETROS JADSON ITALO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;2
JUN/2026;01/06/2026;CE;REPARO ELETROS;TERCEIROS COLETA;EMP FLA REV REPARO ELETROS JOSE ALVES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;1
JUN/2026;01/06/2026;CE;REPARO ELETROS;TERCEIROS COLETA;EMP FLA REV REPARO ELETROS JOSE ALVES;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;1
JUN/2026;01/06/2026;CE;REPARO ELETROS;TERCEIROS COLETA;EMP FLA REV REPARO ELETROS JADSON ITALO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;5
JUN/2026;01/06/2026;CE;REPARO ELETROS;TERCEIROS COLETA;EMP FLA REV REPARO ELETROS JADSON ITALO;CDL FORTALEZA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;8
JUN/2026;01/06/2026;MG;CLOVIS LUCIANO;TERCEIROS COLETA;EMP PCS REV CLOVIS - CLOVIS LUCIANO;CDL NATAL - ERRO DE CADASTRO;ALARES DIVERSOS;voluntaria;WIFI 5;1
JUN/2026;01/06/2026;PB;DEBORAH BRUNA;TERCEIROS COLETA;EMP JPA REV DB - DEBORAH BRUNA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;1
JUN/2026;01/06/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 6;1
JUN/2026;01/06/2026;SP-MOC;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA MOGI GUACU;CDL ITUPEVA - LABORATORIO;ALARES CDL;Sem.Info;WIFI 6;1
JUN/2026;01/06/2026;SP-SOC;DEROYQUE;TERCEIROS COLETA;EMP PCS REV DEROYQUE - PRINCIPAL;CDL REGISTRO - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;1
JUN/2026;01/06/2026;SP-SOC;DEROYQUE;TERCEIROS COLETA;EMP PCS REV DEROYQUE - PRINCIPAL;CDL REGISTRO - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;1
JUN/2026;01/06/2026;SP-SOC;DEROYQUE;TERCEIROS COLETA;EMP PCS REV DEROYQUE - PRINCIPAL;CDL REGISTRO - LABORATORIO;ALARES LABORATORIO;involuntaria;OUTROS;1
JUN/2026;01/06/2026;SP-SOC;DEROYQUE;TERCEIROS COLETA;EMP PCS REV DEROYQUE - PRINCIPAL;CDL REGISTRO - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;4
JUN/2026;01/06/2026;SP-SOC;DEROYQUE;TERCEIROS COLETA;EMP PCS REV DEROYQUE - PRINCIPAL;CDL REGISTRO - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;2
JUN/2026;01/06/2026;SP-SOC;DEROYQUE;TERCEIROS COLETA;EMP PCS REV DEROYQUE - PRINCIPAL;CDL REGISTRO - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;11
JUN/2026;01/06/2026;SP-SOC;DEROYQUE;TERCEIROS COLETA;EMP PCS REV DEROYQUE - PRINCIPAL;CDL REGISTRO - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;10
MAI/2026;30/05/2026;SP-ORN;JOAO MANTOAN;TERCEIROS COLETA;EMP ORN REV JM - JOAO MANTOAN;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;3
MAI/2026;30/05/2026;SP-ORN;JOAO MANTOAN;TERCEIROS COLETA;EMP ORN REV JM - JOAO MANTOAN;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;involuntaria;OUTROS;11
MAI/2026;30/05/2026;SP-ORN;JOAO MANTOAN;TERCEIROS COLETA;EMP ORN REV JM - JOAO MANTOAN;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;21
MAI/2026;30/05/2026;SP-ORN;JOAO MANTOAN;TERCEIROS COLETA;EMP ORN REV JM - JOAO MANTOAN;CDL OURINHOS - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;11
