Mes_Ano;Data_Internalizacao;UF;Armazem_Agrupado_Origem;Tipo_Armazem_Origem;Armazem_Origem;Armazem_Destino;Tipo_Armazem_Destino;Tipo_Desconexao;Tecnologia;Volume
JUL/2026;10/07/2026;PB;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA JOAO PESSOA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;2
JUL/2026;10/07/2026;PB;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA JOAO PESSOA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 6;1
JUL/2026;10/07/2026;PB;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA JOAO PESSOA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;1
JUL/2026;10/07/2026;PB;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA JOAO PESSOA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;3
JUL/2026;10/07/2026;PB;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA JOAO PESSOA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;31
JUL/2026;10/07/2026;PB;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA JOAO PESSOA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;31
JUL/2026;10/07/2026;PB;DEBORAH BRUNA;TERCEIROS COLETA;EMP JPA REV DB - DEBORAH BRUNA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 5;3
JUL/2026;10/07/2026;PB;DEBORAH BRUNA;TERCEIROS COLETA;EMP JPA REV DB - DEBORAH BRUNA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;involuntaria;WIFI 6;5
JUL/2026;10/07/2026;PB;DEBORAH BRUNA;TERCEIROS COLETA;EMP JPA REV DB - DEBORAH BRUNA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;voluntaria;OUTROS;1
JUL/2026;10/07/2026;PB;DEBORAH BRUNA;TERCEIROS COLETA;EMP JPA REV DB - DEBORAH BRUNA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 5;20
JUL/2026;10/07/2026;PB;DEBORAH BRUNA;TERCEIROS COLETA;EMP JPA REV DB - DEBORAH BRUNA;CDL JOAO PESSOA - LABORATORIO;ALARES LABORATORIO;voluntaria;WIFI 6;29
JUL/2026;10/07/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;3
JUL/2026;10/07/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;OUTROS;10
JUL/2026;10/07/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;10
JUL/2026;10/07/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 5;10
JUL/2026;10/07/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA PARNAMIRIM;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 6;1
JUL/2026;10/07/2026;RN;ALARES LOJA;ALARES LOJA;DEVOLUCAO EQUIP LOJA NATAL;CDL NATAL - LABORATORIO;ALARES LABORATORIO;Sem.Info;WIFI 6;2
